spc22cd,year,party,candidate,source,url,note
S16000137,2021,SNP,John Swinney,official,https://www.pkc.gov.uk/article/14943/Scottish-Parliamentary-election-results,Perthshire North 2021 — Wikipedia article skips from 2026 to 2016 (no 2021 AMS box); Swinney returned SNP per Perth & Kinross Council declaration
